,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekday,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Light_Load,Load_Type_Maximum_Load,Load_Type_Medium_Load
1041,124.99,54.25,0.0,0.06,91.73,100.0,73800,True,False,False,False,False,False,True,False,False,False,False,True
1042,102.96,28.94,0.0,0.05,96.27,100.0,74700,True,False,False,False,False,False,True,False,False,False,False,True
1043,71.71,14.65,2.56,0.03,97.98,99.94,75600,True,False,False,False,False,False,True,False,False,False,False,True
1044,6.26,0.0,26.46,0.0,100.0,23.02,76500,True,False,False,False,False,False,True,False,False,False,False,True
1045,5.18,0.0,26.64,0.0,100.0,19.09,77400,True,False,False,False,False,False,True,False,False,False,False,True
1046,5.18,0.0,26.5,0.0,100.0,19.18,78300,True,False,False,False,False,False,True,False,False,False,False,True
1047,5.15,0.0,26.64,0.0,100.0,18.98,79200,True,False,False,False,False,False,True,False,False,False,False,True
1048,5.0,1.84,15.52,0.0,93.85,30.66,80100,True,False,False,False,False,False,True,False,False,False,True,False
1049,4.79,5.58,0.0,0.0,65.14,100.0,81000,True,False,False,False,False,False,True,False,False,False,True,False
1050,4.72,5.54,0.0,0.0,64.85,100.0,81900,True,False,False,False,False,False,True,False,False,False,True,False
1051,4.68,5.18,0.0,0.0,67.04,100.0,82800,True,False,False,False,False,False,True,False,False,False,True,False
1052,4.75,4.72,0.0,0.0,70.93,100.0,83700,True,False,False,False,False,False,True,False,False,True,False,False
1053,4.64,4.79,0.0,0.0,69.58,100.0,84600,True,False,False,False,False,False,True,False,False,True,False,False
1054,4.72,4.86,0.0,0.0,69.67,100.0,85500,True,False,False,False,False,False,True,False,False,True,False,False
1055,4.64,4.64,0.0,0.0,70.71,100.0,0,True,False,False,False,False,False,True,False,False,True,False,False
1056,4.68,4.68,0.0,0.0,70.71,100.0,900,True,False,True,False,False,False,False,False,False,True,False,False
1057,4.72,4.9,0.0,0.0,69.38,100.0,1800,True,False,True,False,False,False,False,False,False,True,False,False
1058,4.72,5.15,0.0,0.0,67.57,100.0,2700,True,False,True,False,False,False,False,False,False,True,False,False
1059,4.72,5.18,0.0,0.0,67.35,100.0,3600,True,False,True,False,False,False,False,False,False,True,False,False
1060,4.72,4.9,0.0,0.0,69.38,100.0,4500,True,False,True,False,False,False,False,False,False,True,False,False
1061,4.79,5.08,0.0,0.0,68.6,100.0,5400,True,False,True,False,False,False,False,False,False,True,False,False
1062,4.79,5.4,0.0,0.0,66.36,100.0,6300,True,False,True,False,False,False,False,False,False,True,False,False
1063,4.75,4.9,0.0,0.0,69.6,100.0,7200,True,False,True,False,False,False,False,False,False,True,False,False
1064,4.79,5.11,0.0,0.0,68.39,100.0,8100,True,False,True,False,False,False,False,False,False,True,False,False
1065,4.79,5.22,0.0,0.0,67.61,100.0,9000,True,False,True,False,False,False,False,False,False,True,False,False
1066,4.79,5.08,0.0,0.0,68.6,100.0,9900,True,False,True,False,False,False,False,False,False,True,False,False
1067,4.75,5.08,0.0,0.0,68.3,100.0,10800,True,False,True,False,False,False,False,False,False,True,False,False
1068,4.75,4.97,0.0,0.0,69.09,100.0,11700,True,False,True,False,False,False,False,False,False,True,False,False
1069,4.75,4.97,0.0,0.0,69.09,100.0,12600,True,False,True,False,False,False,False,False,False,True,False,False
1070,4.72,4.82,0.0,0.0,69.97,100.0,13500,True,False,True,False,False,False,False,False,False,True,False,False
1071,4.75,4.79,0.0,0.0,70.41,100.0,14400,True,False,True,False,False,False,False,False,False,True,False,False
1072,4.75,5.04,0.0,0.0,68.59,100.0,15300,True,False,True,False,False,False,False,False,False,True,False,False
1073,4.75,5.0,0.0,0.0,68.87,100.0,16200,True,False,True,False,False,False,False,False,False,True,False,False
1074,4.75,4.9,0.0,0.0,69.6,100.0,17100,True,False,True,False,False,False,False,False,False,True,False,False
1075,4.72,5.15,0.0,0.0,67.57,100.0,18000,True,False,True,False,False,False,False,False,False,True,False,False
1076,4.82,5.15,0.0,0.0,68.33,100.0,18900,True,False,True,False,False,False,False,False,False,True,False,False
1077,4.75,5.08,0.0,0.0,68.3,100.0,19800,True,False,True,False,False,False,False,False,False,True,False,False
1078,4.75,5.22,0.0,0.0,67.3,100.0,20700,True,False,True,False,False,False,False,False,False,True,False,False
1079,4.72,5.08,0.0,0.0,68.07,100.0,21600,True,False,True,False,False,False,False,False,False,True,False,False
1080,4.75,4.97,0.0,0.0,69.09,100.0,22500,True,False,True,False,False,False,False,False,False,True,False,False
1081,4.79,5.04,0.0,0.0,68.89,100.0,23400,True,False,True,False,False,False,False,False,False,True,False,False
1082,4.72,4.97,0.0,0.0,68.86,100.0,24300,True,False,True,False,False,False,False,False,False,True,False,False
1083,4.72,4.82,0.0,0.0,69.97,100.0,25200,True,False,True,False,False,False,False,False,False,True,False,False
1084,4.64,4.82,0.0,0.0,69.35,100.0,26100,True,False,True,False,False,False,False,False,False,True,False,False
1085,5.26,4.54,0.0,0.0,75.7,100.0,27000,True,False,True,False,False,False,False,False,False,True,False,False
1086,6.59,4.46,0.04,0.0,82.82,100.0,27900,True,False,True,False,False,False,False,False,False,True,False,False
1087,7.09,4.18,0.0,0.0,86.14,100.0,28800,True,False,True,False,False,False,False,False,False,True,False,False
1088,36.76,25.81,0.0,0.02,81.84,100.0,29700,True,False,True,False,False,False,False,False,False,True,False,False
1089,114.66,72.18,0.0,0.05,84.63,100.0,30600,True,False,True,False,False,False,False,False,False,True,False,False
1090,114.19,68.08,0.0,0.05,85.89,100.0,31500,True,False,True,False,False,False,False,False,False,True,False,False
1091,119.2,51.3,0.0,0.05,91.85,100.0,32400,True,False,True,False,False,False,False,False,False,True,False,False
1092,130.18,50.08,0.0,0.06,93.33,100.0,33300,True,False,True,False,False,False,False,False,False,False,False,True
1093,143.17,63.65,0.0,0.07,91.38,100.0,34200,True,False,True,False,False,False,False,False,False,False,False,True
1094,98.78,33.26,0.0,0.05,94.77,100.0,35100,True,False,True,False,False,False,False,False,False,False,False,True
1095,100.69,23.9,0.0,0.05,97.3,100.0,36000,True,False,True,False,False,False,False,False,False,False,False,True
1096,101.48,23.36,0.0,0.05,97.45,100.0,36900,True,False,True,False,False,False,False,False,False,False,True,False
1097,102.1,24.48,0.0,0.05,97.24,100.0,37800,True,False,True,False,False,False,False,False,False,False,True,False
1098,117.18,34.09,0.0,0.05,96.02,100.0,38700,True,False,True,False,False,False,False,False,False,False,True,False
1099,108.32,30.85,0.0,0.05,96.18,100.0,39600,True,False,True,False,False,False,False,False,False,False,True,False
1100,122.33,55.51,0.0,0.06,91.06,100.0,40500,True,False,True,False,False,False,False,False,False,False,True,False
1101,83.7,35.24,0.0,0.04,92.16,100.0,41400,True,False,True,False,False,False,False,False,False,False,True,False
1102,105.84,59.98,0.0,0.05,87.0,100.0,42300,True,False,True,False,False,False,False,False,False,False,True,False
1103,114.12,61.88,0.0,0.05,87.91,100.0,43200,True,False,True,False,False,False,False,False,False,False,True,False
1104,25.88,8.71,18.61,0.01,94.78,81.19,44100,True,False,True,False,False,False,False,False,False,False,False,True
1105,12.02,0.0,25.38,0.01,100.0,42.8,45000,True,False,True,False,False,False,False,False,False,False,False,True
1106,12.35,0.0,24.66,0.01,100.0,44.78,45900,True,False,True,False,False,False,False,False,False,False,False,True
1107,12.2,0.0,24.73,0.01,100.0,44.24,46800,True,False,True,False,False,False,False,False,False,False,False,True
1108,107.1,43.38,3.82,0.05,92.69,99.94,47700,True,False,True,False,False,False,False,False,False,False,False,True
1109,100.3,40.46,0.0,0.05,92.74,100.0,48600,True,False,True,False,False,False,False,False,False,False,False,True
1110,95.58,42.16,0.0,0.04,91.49,100.0,49500,True,False,True,False,False,False,False,False,False,False,False,True
1111,104.8,42.91,0.0,0.05,92.54,100.0,50400,True,False,True,False,False,False,False,False,False,False,False,True
1112,128.56,57.28,0.0,0.06,91.34,100.0,51300,True,False,True,False,False,False,False,False,False,False,False,True
1113,132.3,58.28,0.0,0.06,91.51,100.0,52200,True,False,True,False,False,False,False,False,False,False,False,True
1114,116.89,48.1,0.0,0.05,92.48,100.0,53100,True,False,True,False,False,False,False,False,False,False,False,True
1115,104.44,42.95,0.0,0.05,92.48,100.0,54000,True,False,True,False,False,False,False,False,False,False,False,True
1116,128.02,62.82,0.0,0.06,89.77,100.0,54900,True,False,True,False,False,False,False,False,False,False,False,True
1117,134.14,61.13,0.0,0.06,91.0,100.0,55800,True,False,True,False,False,False,False,False,False,False,False,True
1118,112.36,49.82,0.0,0.05,91.42,100.0,56700,True,False,True,False,False,False,False,False,False,False,False,True
1119,88.67,46.19,0.0,0.04,88.69,100.0,57600,True,False,True,False,False,False,False,False,False,False,False,True
1120,112.43,46.8,0.0,0.05,92.32,100.0,58500,True,False,True,False,False,False,False,False,False,False,False,True
1121,83.52,35.21,0.0,0.04,92.15,100.0,59400,True,False,True,False,False,False,False,False,False,False,False,True
1122,116.24,46.4,0.0,0.05,92.87,100.0,60300,True,False,True,False,False,False,False,False,False,False,False,True
1123,79.34,27.97,0.0,0.04,94.31,100.0,61200,True,False,True,False,False,False,False,False,False,False,False,True
1124,72.07,24.41,0.0,0.03,94.71,100.0,62100,True,False,True,False,False,False,False,False,False,False,True,False
1125,131.33,57.56,0.0,0.06,91.59,100.0,63000,True,False,True,False,False,False,False,False,False,False,True,False
1126,39.78,1.26,6.3,0.02,99.95,98.77,63900,True,False,True,False,False,False,False,False,False,False,True,False
1127,37.22,0.0,8.17,0.02,100.0,97.67,64800,True,False,True,False,False,False,False,False,False,False,True,False
1128,84.6,48.2,0.61,0.04,86.89,100.0,65700,True,False,True,False,False,False,False,False,False,False,True,False
1129,113.76,63.54,0.0,0.05,87.3,100.0,66600,True,False,True,False,False,False,False,False,False,False,True,False
1130,117.65,57.02,0.0,0.05,89.99,100.0,67500,True,False,True,False,False,False,False,False,False,False,True,False
1131,111.28,44.57,0.0,0.05,92.83,100.0,68400,True,False,True,False,False,False,False,False,False,False,True,False
1132,76.9,31.93,0.0,0.04,92.36,100.0,69300,True,False,True,False,False,False,False,False,False,False,True,False
1133,120.53,50.62,0.0,0.06,92.2,100.0,70200,True,False,True,False,False,False,False,False,False,False,True,False
1134,121.07,59.94,0.0,0.06,89.62,100.0,71100,True,False,True,False,False,False,False,False,False,False,True,False
1135,90.07,39.89,0.0,0.04,91.43,100.0,72000,True,False,True,False,False,False,False,False,False,False,True,False
1136,105.3,40.1,0.0,0.05,93.45,100.0,72900,True,False,True,False,False,False,False,False,False,False,False,True
1137,117.29,48.02,0.0,0.05,92.54,100.0,73800,True,False,True,False,False,False,False,False,False,False,False,True
1138,90.97,24.66,0.04,0.04,96.52,100.0,74700,True,False,True,False,False,False,False,False,False,False,False,True
1139,36.9,0.61,6.34,0.02,99.99,98.56,75600,True,False,True,False,False,False,False,False,False,False,False,True
1140,9.29,0.0,25.24,0.0,100.0,34.54,76500,True,False,True,False,False,False,False,False,False,False,False,True
1141,5.51,0.0,26.78,0.0,100.0,20.15,77400,True,False,True,False,False,False,False,False,False,False,False,True
1142,5.15,0.0,26.78,0.0,100.0,18.88,78300,True,False,True,False,False,False,False,False,False,False,False,True
1143,5.22,0.0,26.78,0.0,100.0,19.13,79200,True,False,True,False,False,False,False,False,False,False,False,True
1144,5.0,1.66,15.88,0.0,94.91,30.03,80100,True,False,True,False,False,False,False,False,False,False,True,False
1145,4.75,4.9,0.0,0.0,69.6,100.0,81000,True,False,True,False,False,False,False,False,False,False,True,False
1146,4.75,4.93,0.0,0.0,69.38,100.0,81900,True,False,True,False,False,False,False,False,False,False,True,False
1147,4.79,5.0,0.0,0.0,69.18,100.0,82800,True,False,True,False,False,False,False,False,False,False,True,False
1148,4.72,3.71,0.0,0.0,78.62,100.0,83700,True,False,True,False,False,False,False,False,False,True,False,False
1149,4.64,3.38,0.0,0.0,80.83,100.0,84600,True,False,True,False,False,False,False,False,False,True,False,False
1150,4.64,3.46,0.0,0.0,80.17,100.0,85500,True,False,True,False,False,False,False,False,False,True,False,False
1151,4.61,3.42,0.0,0.0,80.31,100.0,0,True,False,True,False,False,False,False,False,False,True,False,False
1152,4.61,3.46,0.0,0.0,79.98,100.0,900,False,True,False,False,True,False,False,False,False,True,False,False
1153,4.68,3.64,0.0,0.0,78.94,100.0,1800,False,True,False,False,True,False,False,False,False,True,False,False
1154,4.64,3.89,0.0,0.0,76.63,100.0,2700,False,True,False,False,True,False,False,False,False,True,False,False
1155,4.68,3.85,0.0,0.0,77.23,100.0,3600,False,True,False,False,True,False,False,False,False,True,False,False
1156,4.64,3.96,0.0,0.0,76.06,100.0,4500,False,True,False,False,True,False,False,False,False,True,False,False
1157,4.64,3.89,0.0,0.0,76.63,100.0,5400,False,True,False,False,True,False,False,False,False,True,False,False
1158,4.68,3.74,0.0,0.0,78.12,100.0,6300,False,True,False,False,True,False,False,False,False,True,False,False
1159,4.72,3.96,0.0,0.0,76.61,100.0,7200,False,True,False,False,True,False,False,False,False,True,False,False
1160,4.72,4.0,0.0,0.0,76.29,100.0,8100,False,True,False,False,True,False,False,False,False,True,False,False
1161,4.72,4.18,0.0,0.0,74.86,100.0,9000,False,True,False,False,True,False,False,False,False,True,False,False
1162,4.75,4.14,0.0,0.0,75.39,100.0,9900,False,True,False,False,True,False,False,False,False,True,False,False
1163,4.75,4.07,0.0,0.0,75.94,100.0,10800,False,True,False,False,True,False,False,False,False,True,False,False
1164,4.75,4.46,0.0,0.0,72.9,100.0,11700,False,True,False,False,True,False,False,False,False,True,False,False
1165,4.72,4.32,0.0,0.0,73.77,100.0,12600,False,True,False,False,True,False,False,False,False,True,False,False
1166,4.75,4.28,0.0,0.0,74.29,100.0,13500,False,True,False,False,True,False,False,False,False,True,False,False
1167,4.79,4.14,0.0,0.0,75.66,100.0,14400,False,True,False,False,True,False,False,False,False,True,False,False
1168,4.72,4.0,0.0,0.0,76.29,100.0,15300,False,True,False,False,True,False,False,False,False,True,False,False
1169,4.75,4.28,0.0,0.0,74.29,100.0,16200,False,True,False,False,True,False,False,False,False,True,False,False
1170,4.72,4.07,0.0,0.0,75.73,100.0,17100,False,True,False,False,True,False,False,False,False,True,False,False
1171,4.75,4.18,0.0,0.0,75.07,100.0,18000,False,True,False,False,True,False,False,False,False,True,False,False
1172,4.79,4.25,0.0,0.0,74.8,100.0,18900,False,True,False,False,True,False,False,False,False,True,False,False
1173,4.72,4.32,0.0,0.0,73.77,100.0,19800,False,True,False,False,True,False,False,False,False,True,False,False
1174,4.75,4.39,0.0,0.0,73.44,100.0,20700,False,True,False,False,True,False,False,False,False,True,False,False
1175,4.72,4.21,0.0,0.0,74.63,100.0,21600,False,True,False,False,True,False,False,False,False,True,False,False
1176,4.75,4.43,0.0,0.0,73.13,100.0,22500,False,True,False,False,True,False,False,False,False,True,False,False
1177,4.75,4.18,0.0,0.0,75.07,100.0,23400,False,True,False,False,True,False,False,False,False,True,False,False
1178,4.72,4.32,0.0,0.0,73.77,100.0,24300,False,True,False,False,True,False,False,False,False,True,False,False
1179,4.72,4.25,0.0,0.0,74.31,100.0,25200,False,True,False,False,True,False,False,False,False,True,False,False
1180,4.68,4.07,0.0,0.0,75.46,100.0,26100,False,True,False,False,True,False,False,False,False,True,False,False
1181,5.11,3.96,0.0,0.0,79.04,100.0,27000,False,True,False,False,True,False,False,False,False,True,False,False
1182,6.34,4.14,0.0,0.0,83.73,100.0,27900,False,True,False,False,True,False,False,False,False,True,False,False
1183,6.84,4.07,0.0,0.0,85.94,100.0,28800,False,True,False,False,True,False,False,False,False,True,False,False
1184,48.78,32.36,0.0,0.02,83.33,100.0,29700,False,True,False,False,True,False,False,False,False,True,False,False
1185,94.21,58.46,0.0,0.04,84.97,100.0,30600,False,True,False,False,True,False,False,False,False,True,False,False
1186,106.34,68.62,0.0,0.05,84.02,100.0,31500,False,True,False,False,True,False,False,False,False,True,False,False
1187,63.22,21.46,0.0,0.03,94.69,100.0,32400,False,True,False,False,True,False,False,False,False,True,False,False
1188,100.58,29.88,0.0,0.05,95.86,100.0,33300,False,True,False,False,True,False,False,False,False,False,False,True
1189,91.94,29.84,0.0,0.04,95.12,100.0,34200,False,True,False,False,True,False,False,False,False,False,False,True
1190,57.31,11.27,0.0,0.03,98.12,100.0,35100,False,True,False,False,True,False,False,False,False,False,False,True
1191,52.96,11.34,0.0,0.02,97.78,100.0,36000,False,True,False,False,True,False,False,False,False,False,False,True
1192,53.42,14.18,0.0,0.02,96.65,100.0,36900,False,True,False,False,True,False,False,False,False,False,True,False
1193,97.7,26.93,0.0,0.04,96.4,100.0,37800,False,True,False,False,True,False,False,False,False,False,True,False
1194,101.7,26.17,0.0,0.05,96.85,100.0,38700,False,True,False,False,True,False,False,False,False,False,True,False
1195,98.42,28.33,0.0,0.05,96.1,100.0,39600,False,True,False,False,True,False,False,False,False,False,True,False
1196,106.81,51.26,0.0,0.05,90.16,100.0,40500,False,True,False,False,True,False,False,False,False,False,True,False
1197,95.33,47.27,0.0,0.04,89.59,100.0,41400,False,True,False,False,True,False,False,False,False,False,True,False
1198,102.35,46.51,0.0,0.05,91.04,100.0,42300,False,True,False,False,True,False,False,False,False,False,True,False
1199,99.18,49.43,0.0,0.05,89.5,100.0,43200,False,True,False,False,True,False,False,False,False,False,True,False
1200,8.39,0.32,19.84,0.0,99.93,38.95,44100,False,True,False,False,True,False,False,False,False,False,False,True
1201,7.16,0.0,25.45,0.0,100.0,27.08,45000,False,True,False,False,True,False,False,False,False,False,False,True
1202,6.95,0.0,25.52,0.0,100.0,26.28,45900,False,True,False,False,True,False,False,False,False,False,False,True
1203,6.88,0.0,25.7,0.0,100.0,25.86,46800,False,True,False,False,True,False,False,False,False,False,False,True
1204,49.39,10.4,6.8,0.02,97.85,99.07,47700,False,True,False,False,True,False,False,False,False,False,False,True
1205,93.53,24.16,0.0,0.04,96.82,100.0,48600,False,True,False,False,True,False,False,False,False,False,False,True
1206,93.56,25.45,0.0,0.04,96.49,100.0,49500,False,True,False,False,True,False,False,False,False,False,False,True
1207,93.96,32.11,0.0,0.04,94.63,100.0,50400,False,True,False,False,True,False,False,False,False,False,False,True
1208,91.73,32.04,0.0,0.04,94.41,100.0,51300,False,True,False,False,True,False,False,False,False,False,False,True
1209,95.33,30.38,0.0,0.04,95.28,100.0,52200,False,True,False,False,True,False,False,False,False,False,False,True
1210,85.5,29.05,0.0,0.04,94.68,100.0,53100,False,True,False,False,True,False,False,False,False,False,False,True
1211,79.81,20.66,0.0,0.04,96.81,100.0,54000,False,True,False,False,True,False,False,False,False,False,False,True
1212,109.12,36.36,0.0,0.05,94.87,100.0,54900,False,True,False,False,True,False,False,False,False,False,False,True
1213,81.29,24.62,0.0,0.04,95.71,100.0,55800,False,True,False,False,True,False,False,False,False,False,False,True
1214,112.39,41.87,0.0,0.05,93.71,100.0,56700,False,True,False,False,True,False,False,False,False,False,False,True
1215,104.44,29.84,0.0,0.05,96.15,100.0,57600,False,True,False,False,True,False,False,False,False,False,False,True
1216,79.2,31.9,0.0,0.04,92.76,100.0,58500,False,True,False,False,True,False,False,False,False,False,False,True
1217,68.87,26.46,0.0,0.03,93.35,100.0,59400,False,True,False,False,True,False,False,False,False,False,False,True
1218,62.57,21.49,0.0,0.03,94.58,100.0,60300,False,True,False,False,True,False,False,False,False,False,False,True
1219,69.62,21.35,0.0,0.03,95.61,100.0,61200,False,True,False,False,True,False,False,False,False,False,False,True
1220,17.39,1.69,19.98,0.01,99.53,65.65,62100,False,True,False,False,True,False,False,False,False,False,True,False
1221,5.29,0.0,26.42,0.0,100.0,19.63,63000,False,True,False,False,True,False,False,False,False,False,True,False
1222,5.18,0.0,26.5,0.0,100.0,19.18,63900,False,True,False,False,True,False,False,False,False,False,True,False
1223,5.18,0.0,26.6,0.0,100.0,19.11,64800,False,True,False,False,True,False,False,False,False,False,True,False
1224,4.9,0.0,10.37,0.0,100.0,42.72,65700,False,True,False,False,True,False,False,False,False,False,True,False
1225,4.86,0.0,9.0,0.0,100.0,47.51,66600,False,True,False,False,True,False,False,False,False,False,True,False
1226,5.0,0.0,23.08,0.0,100.0,21.17,67500,False,True,False,False,True,False,False,False,False,False,True,False
1227,4.97,0.0,26.82,0.0,100.0,18.22,68400,False,True,False,False,True,False,False,False,False,False,True,False
1228,5.04,0.0,26.86,0.0,100.0,18.44,69300,False,True,False,False,True,False,False,False,False,False,True,False
1229,5.0,0.0,26.89,0.0,100.0,18.28,70200,False,True,False,False,True,False,False,False,False,False,True,False
1230,5.0,0.0,26.82,0.0,100.0,18.33,71100,False,True,False,False,True,False,False,False,False,False,True,False
1231,5.04,0.0,26.75,0.0,100.0,18.52,72000,False,True,False,False,True,False,False,False,False,False,True,False
1232,5.0,0.0,26.75,0.0,100.0,18.37,72900,False,True,False,False,True,False,False,False,False,False,False,True
1233,5.08,0.0,26.89,0.0,100.0,18.56,73800,False,True,False,False,True,False,False,False,False,False,False,True
1234,4.97,0.0,27.0,0.0,100.0,18.1,74700,False,True,False,False,True,False,False,False,False,False,False,True
1235,5.0,0.0,26.89,0.0,100.0,18.28,75600,False,True,False,False,True,False,False,False,False,False,False,True
1236,5.0,0.0,26.75,0.0,100.0,18.37,76500,False,True,False,False,True,False,False,False,False,False,False,True
1237,5.08,0.0,26.78,0.0,100.0,18.64,77400,False,True,False,False,True,False,False,False,False,False,False,True
1238,5.04,0.0,26.78,0.0,100.0,18.5,78300,False,True,False,False,True,False,False,False,False,False,False,True
1239,5.04,0.0,26.78,0.0,100.0,18.5,79200,False,True,False,False,True,False,False,False,False,False,False,True
1240,4.86,1.76,15.44,0.0,94.02,30.02,80100,False,True,False,False,True,False,False,False,False,False,True,False
1241,4.68,4.9,0.0,0.0,69.07,100.0,81000,False,True,False,False,True,False,False,False,False,False,True,False
1242,4.72,4.72,0.0,0.0,70.71,100.0,81900,False,True,False,False,True,False,False,False,False,False,True,False
1243,4.61,4.39,0.0,0.0,72.42,100.0,82800,False,True,False,False,True,False,False,False,False,False,True,False
1244,4.54,3.96,0.0,0.0,75.36,100.0,83700,False,True,False,False,True,False,False,False,False,True,False,False
1245,4.57,3.85,0.0,0.0,76.48,100.0,84600,False,True,False,False,True,False,False,False,False,True,False,False
1246,4.61,4.07,0.0,0.0,74.96,100.0,85500,False,True,False,False,True,False,False,False,False,True,False,False
1247,4.64,3.96,0.0,0.0,76.06,100.0,0,False,True,False,False,True,False,False,False,False,True,False,False
1248,4.57,4.07,0.0,0.0,74.68,100.0,900,False,True,False,False,False,True,False,False,False,True,False,False
1249,4.61,4.39,0.0,0.0,72.42,100.0,1800,False,True,False,False,False,True,False,False,False,True,False,False
1250,4.61,4.46,0.0,0.0,71.87,100.0,2700,False,True,False,False,False,True,False,False,False,True,False,False
1251,4.61,4.32,0.0,0.0,72.97,100.0,3600,False,True,False,False,False,True,False,False,False,True,False,False
1252,4.68,4.5,0.0,0.0,72.08,100.0,4500,False,True,False,False,False,True,False,False,False,True,False,False
1253,4.61,4.5,0.0,0.0,71.56,100.0,5400,False,True,False,False,False,True,False,False,False,True,False,False
1254,4.64,4.93,0.0,0.0,68.54,100.0,6300,False,True,False,False,False,True,False,False,False,True,False,False
1255,4.64,4.79,0.0,0.0,69.58,100.0,7200,False,True,False,False,False,True,False,False,False,True,False,False
1256,4.61,4.61,0.0,0.0,70.71,100.0,8100,False,True,False,False,False,True,False,False,False,True,False,False
1257,4.68,4.64,0.0,0.0,71.01,100.0,9000,False,True,False,False,False,True,False,False,False,True,False,False
1258,4.64,4.97,0.0,0.0,68.24,100.0,9900,False,True,False,False,False,True,False,False,False,True,False,False
1259,4.64,4.93,0.0,0.0,68.54,100.0,10800,False,True,False,False,False,True,False,False,False,True,False,False
1260,4.64,4.79,0.0,0.0,69.58,100.0,11700,False,True,False,False,False,True,False,False,False,True,False,False
1261,4.61,4.79,0.0,0.0,69.34,100.0,12600,False,True,False,False,False,True,False,False,False,True,False,False
1262,4.75,5.33,0.0,0.0,66.53,100.0,13500,False,True,False,False,False,True,False,False,False,True,False,False
1263,4.07,3.89,0.0,0.0,72.29,100.0,14400,False,True,False,False,False,True,False,False,False,True,False,False
1264,4.5,4.54,0.0,0.0,70.4,100.0,15300,False,True,False,False,False,True,False,False,False,True,False,False
1265,4.32,4.36,0.0,0.0,70.38,100.0,16200,False,True,False,False,False,True,False,False,False,True,False,False
1266,4.18,3.74,0.0,0.0,74.52,100.0,17100,False,True,False,False,False,True,False,False,False,True,False,False
1267,4.61,4.57,0.0,0.0,71.02,100.0,18000,False,True,False,False,False,True,False,False,False,True,False,False
1268,3.85,3.2,0.0,0.0,76.9,100.0,18900,False,True,False,False,False,True,False,False,False,True,False,False
1269,4.61,4.43,0.0,0.0,72.1,100.0,19800,False,True,False,False,False,True,False,False,False,True,False,False
1270,4.03,3.56,0.0,0.0,74.95,100.0,20700,False,True,False,False,False,True,False,False,False,True,False,False
1271,4.39,4.46,0.0,0.0,70.15,100.0,21600,False,True,False,False,False,True,False,False,False,True,False,False
1272,4.36,4.39,0.0,0.0,70.47,100.0,22500,False,True,False,False,False,True,False,False,False,True,False,False
1273,4.07,3.82,0.0,0.0,72.91,100.0,23400,False,True,False,False,False,True,False,False,False,True,False,False
1274,4.57,5.0,0.0,0.0,67.47,100.0,24300,False,True,False,False,False,True,False,False,False,True,False,False
1275,3.96,3.64,0.0,0.0,73.62,100.0,25200,False,True,False,False,False,True,False,False,False,True,False,False
1276,4.46,4.75,0.0,0.0,68.45,100.0,26100,False,True,False,False,False,True,False,False,False,True,False,False
1277,4.1,4.07,0.0,0.0,70.97,100.0,27000,False,True,False,False,False,True,False,False,False,True,False,False
1278,4.21,4.25,0.0,0.0,70.38,100.0,27900,False,True,False,False,False,True,False,False,False,True,False,False
1279,4.46,4.57,0.0,0.0,69.84,100.0,28800,False,True,False,False,False,True,False,False,False,True,False,False
1280,19.8,16.63,0.0,0.01,76.57,100.0,29700,False,True,False,False,False,True,False,False,False,True,False,False
1281,20.2,16.42,0.0,0.01,77.6,100.0,30600,False,True,False,False,False,True,False,False,False,True,False,False
1282,6.98,7.31,0.25,0.0,69.06,99.94,31500,False,True,False,False,False,True,False,False,False,True,False,False
1283,9.14,0.0,17.89,0.0,100.0,45.5,32400,False,True,False,False,False,True,False,False,False,True,False,False
1284,9.58,0.0,23.76,0.0,100.0,37.39,33300,False,True,False,False,False,True,False,False,False,False,False,True
1285,9.14,0.0,23.18,0.0,100.0,36.68,34200,False,True,False,False,False,True,False,False,False,False,False,True
1286,10.15,0.0,22.61,0.0,100.0,40.95,35100,False,True,False,False,False,True,False,False,False,False,False,True
1287,11.66,0.04,20.45,0.01,100.0,49.53,36000,False,True,False,False,False,True,False,False,False,False,False,True
1288,15.01,0.04,13.5,0.01,100.0,74.35,36900,False,True,False,False,False,True,False,False,False,False,True,False
1289,15.73,0.0,14.08,0.01,100.0,74.51,37800,False,True,False,False,False,True,False,False,False,False,True,False
1290,15.55,0.0,13.97,0.01,100.0,74.39,38700,False,True,False,False,False,True,False,False,False,False,True,False
1291,14.0,0.0,21.82,0.01,100.0,54.0,39600,False,True,False,False,False,True,False,False,False,False,True,False
1292,13.28,0.79,6.37,0.01,99.82,90.16,40500,False,True,False,False,False,True,False,False,False,False,True,False
1293,12.96,0.94,5.15,0.01,99.74,92.93,41400,False,True,False,False,False,True,False,False,False,False,True,False
1294,13.97,1.08,5.08,0.01,99.7,93.98,42300,False,True,False,False,False,True,False,False,False,False,True,False
